ID,Politician,Party,Stance,Naming-Form
1006953606120136704,Alice Weidel,AfD/Petry,negative,LN
1005876997845913601,Alice Weidel,AfD/Petry,neither,FNLN
1009440848747036673,Alice Weidel,AfD/Petry,positive,LN
1016610466292957184,Alice Weidel,AfD/Petry,neither,TLN
1009070783900082177,Alice Weidel,AfD/Petry,negative,FNLN
1010861031659327489,Alice Weidel,AfD/Petry,negative,TLN
1009404192342134790,Alice Weidel,AfD/Petry,positive,TFNLN
1017491303423250433,Alice Weidel,AfD/Petry,negative,LN
1016000977764306945,Alice Weidel,AfD/Petry,negative,FNLN
1005333995352219648,Alice Weidel,AfD/Petry,positive,TFNLN
1010218268991410176,Alice Weidel,AfD/Petry,negative,TLN
1008984112160559104,Alice Weidel,AfD/Petry,negative,LN
1018287154106130432,Alice Weidel,AfD/Petry,negative,TLN
1019259857151643653,Alice Weidel,AfD/Petry,negative,TLN
1006850267780993024,Alice Weidel,AfD/Petry,positive,FNLN
1010911580928856064,Alice Weidel,AfD/Petry,negative,TLN
1012681251722055680,Alice Weidel,AfD/Petry,negative,TLN
1011296655734386692,Alice Weidel,AfD/Petry,negative,TLN
1005062481780277249,Alice Weidel,AfD/Petry,negative,TLN
1009499248986075138,Alice Weidel,AfD/Petry,negative,LN
1003604592817573888,Alice Weidel,AfD/Petry,negative,LN
1013919610838638592,Alice Weidel,AfD/Petry,negative,LN
1018210680137224193,Alice Weidel,AfD/Petry,negative,TFNLN
1005795128013975552,Alice Weidel,AfD/Petry,negative,TLN
1012043621892329472,Alice Weidel,AfD/Petry,negative,LN
1014435362255630338,Alice Weidel,AfD/Petry,positive,TFNLN
1009108867056373761,Alice Weidel,AfD/Petry,negative,TLN
1016794457650466821,Alice Weidel,AfD/Petry,positive,TLN
1015259744175624193,Alice Weidel,AfD/Petry,negative,TLN
1008742880750469121,Alice Weidel,AfD/Petry,negative,TLN
1006579420335919104,Alice Weidel,AfD/Petry,neither,FNLN
1011244265983348736,Alice Weidel,AfD/Petry,negative,LN
1011265751037116416,Alice Weidel,AfD/Petry,neither,FNLN
1014452420628418561,Alice Weidel,AfD/Petry,positive,TLN
1013759048070651904,Alice Weidel,AfD/Petry,negative,LN
1014492396946710528,Alice Weidel,AfD/Petry,positive,FNLN
1004084348704960513,Alice Weidel,AfD/Petry,negative,TFNLN
1007757261316423680,Alice Weidel,AfD/Petry,positive,TLN
1014561690661384192,Alice Weidel,AfD/Petry,positive,TFNLN
1006882684776407040,Alice Weidel,AfD/Petry,negative,LN
1015655224512479237,Alice Weidel,AfD/Petry,negative,TLN
1018224964468727813,Alice Weidel,AfD/Petry,negative,LN
1015587119371374597,Alice Weidel,AfD/Petry,positive,TFNLN
1005140891298942976,Alice Weidel,AfD/Petry,negative,LN
1013886274464370688,Alice Weidel,AfD/Petry,positive,TFNLN
1010235864591585280,Alice Weidel,AfD/Petry,negative,LN
1011526441534705664,Alice Weidel,AfD/Petry,negative,LN
1018163814125264896,Alice Weidel,AfD/Petry,neither,LN
1007377467483611138,Alice Weidel,AfD/Petry,positive,TFNLN
1006596166929321991,Alice Weidel,AfD/Petry,positive,TFNLN
1013847602125852672,Alice Weidel,AfD/Petry,positive,LN
1005088994856783877,Alice Weidel,AfD/Petry,negative,FNLN
1015968158262415366,Alice Weidel,AfD/Petry,positive,TLN
1013782928088879110,Alice Weidel,AfD/Petry,negative,TLN
1008646581103529984,Alice Weidel,AfD/Petry,negative,LN
1015269429398114304,Alice Weidel,AfD/Petry,negative,TLN
1013546230658621440,Alice Weidel,AfD/Petry,negative,TLN
1013105149127127040,Alice Weidel,AfD/Petry,positive,TLN
1014281382703529985,Alice Weidel,AfD/Petry,negative,TLN
1011507482966020096,Alice Weidel,AfD/Petry,negative,LN
1017023616238653440,Alice Weidel,AfD/Petry,neither,TFNLN
1015610266900467712,Alice Weidel,AfD/Petry,negative,LN
1014416908316180480,Alice Weidel,AfD/Petry,positive,FNLN
1018263994686234624,Alice Weidel,AfD/Petry,positive,TFNLN
1010241087670190084,Alice Weidel,AfD/Petry,negative,TLN
1009502013061763072,Alice Weidel,AfD/Petry,negative,LN
1016720598918225920,Alice Weidel,AfD/Petry,neither,LN
1007158563486273536,Alice Weidel,AfD/Petry,negative,LN
1014434055151026178,Alice Weidel,AfD/Petry,positive,FNLN
1004875091656740865,Alice Weidel,AfD/Petry,negative,LN
1017111304539164676,Alice Weidel,AfD/Petry,negative,TLN
1005016961988915200,Alice Weidel,AfD/Petry,positive,FNLN
1016623146328363009,Alice Weidel,AfD/Petry,neither,LN
1012366469433319424,Alice Weidel,AfD/Petry,positive,TFNLN
1006767920792375297,Alice Weidel,AfD/Petry,neither,LN
1016288358631428097,Alice Weidel,AfD/Petry,negative,TLN
1006913365149716481,Alice Weidel,AfD/Petry,positive,TFNLN
1005473637913300992,Alice Weidel,AfD/Petry,negative,LN
1014108816106033152,Alice Weidel,AfD/Petry,positive,LN
1010971294035267584,Alice Weidel,AfD/Petry,negative,LN
1006423131953795073,Alice Weidel,AfD/Petry,negative,LN
1008795204818792448,Alice Weidel,AfD/Petry,negative,FNLN
1014407762703519744,Alice Weidel,AfD/Petry,positive,FNLN
1012013452481703937,Alice Weidel,AfD/Petry,negative,TLN
1006890487360507905,Alice Weidel,AfD/Petry,negative,LN
1018604831311908865,Alice Weidel,AfD/Petry,neither,TLN
1017718521139212288,Alice Weidel,AfD/Petry,negative,LN
1015108412970061824,Alice Weidel,AfD/Petry,positive,TLN
1018079504370229248,Alice Weidel,AfD/Petry,positive,TLN
1010857119942397958,Alice Weidel,AfD/Petry,negative,TLN
1009554169273843712,Alice Weidel,AfD/Petry,negative,TLN
1014643676318978048,Alice Weidel,AfD/Petry,positive,LN
1005179365922164737,Alice Weidel,AfD/Petry,negative,TLN
1006924269610299392,Alice Weidel,AfD/Petry,negative,LN
1013416279070461952,Alice Weidel,AfD/Petry,positive,LN
1004830789811490817,Alice Weidel,AfD/Petry,positive,TLN
1013464096686116864,Alice Weidel,AfD/Petry,positive,TFNLN
1007544909262401538,Alice Weidel,AfD/Petry,negative,LN
1004926629469147136,Alice Weidel,AfD/Petry,positive,LN
1010066539763175425,Alice Weidel,AfD/Petry,positive,TLN
1010511506151235585,Alice Weidel,AfD/Petry,negative,LN
1012426385221210113,Alice Weidel,AfD/Petry,positive,LN
1014226449786703874,Alice Weidel,AfD/Petry,negative,FNLN
1016613040303890432,Alice Weidel,AfD/Petry,negative,TLN
1013812751100243971,Alice Weidel,AfD/Petry,negative,LN
1007848019956584448,Alice Weidel,AfD/Petry,positive,TFNLN
1015707696715231232,Alice Weidel,AfD/Petry,negative,LN
1007758646695079938,Alice Weidel,AfD/Petry,negative,LN
1011287197402755073,Alice Weidel,AfD/Petry,negative,LN
1007137904135729152,Alice Weidel,AfD/Petry,negative,LN
1011318983759400960,Alice Weidel,AfD/Petry,negative,TLN
1005141840683765760,Alice Weidel,AfD/Petry,negative,TLN
1008443195766779905,Alice Weidel,AfD/Petry,negative,TLN
1019512615880613889,Alice Weidel,AfD/Petry,negative,LN
1004933441262104577,Alice Weidel,AfD/Petry,positive,LN
1014506965119225856,Alice Weidel,AfD/Petry,positive,TLN
1018895692650205188,Alice Weidel,AfD/Petry,negative,TLN
1012557814508777474,Alice Weidel,AfD/Petry,negative,LN
1007187619078377472,Alice Weidel,AfD/Petry,positive,TFNLN
1006866170866208769,Alice Weidel,AfD/Petry,positive,LN
1013829743261704195,Alice Weidel,AfD/Petry,negative,TLN
1016664619098804224,Alice Weidel,AfD/Petry,negative,LN
1003676332574822401,Alice Weidel,AfD/Petry,neither,TLN
1005403391265312768,Alice Weidel,AfD/Petry,negative,LN
1007174661908647936,Alice Weidel,AfD/Petry,negative,TLN
1005517827468660736,Alice Weidel,AfD/Petry,neither,LN
1009521596367888384,Alice Weidel,AfD/Petry,negative,LN
1007514609115435008,Alice Weidel,AfD/Petry,positive,LN
1009116757691371527,Alice Weidel,AfD/Petry,negative,LN
1010205542311256064,Alice Weidel,AfD/Petry,negative,TLN
1014289959115808768,Alice Weidel,AfD/Petry,negative,TLN
1004799221877366785,Alice Weidel,AfD/Petry,positive,LN
1018902738997047296,Alice Weidel,AfD/Petry,negative,TLN
1014162824501882880,Alice Weidel,AfD/Petry,positive,LN
1013373465003470848,Alice Weidel,AfD/Petry,positive,TLN
1018165417171410944,Alice Weidel,AfD/Petry,neither,TFNLN
1017930611586150405,Alice Weidel,AfD/Petry,negative,TLN
1014997161447247872,Alice Weidel,AfD/Petry,negative,TLN
1014149654135664640,Alice Weidel,AfD/Petry,negative,TLN
1005057737179435009,Alice Weidel,AfD/Petry,negative,LN
1014527238845411328,Alice Weidel,AfD/Petry,negative,LN
1014408975197106176,Alice Weidel,AfD/Petry,negative,TLN
1007326740715393025,Alice Weidel,AfD/Petry,negative,LN
1005060579311128577,Alice Weidel,AfD/Petry,positive,TFNLN
1008092169641562113,Alice Weidel,AfD/Petry,negative,LN
1005073138730795008,Alice Weidel,AfD/Petry,negative,TLN
1006948491413938183,Alice Weidel,AfD/Petry,positive,TFNLN
1017466591116779520,Alice Weidel,AfD/Petry,negative,LN
1006449101729419264,Alice Weidel,AfD/Petry,negative,LN
1011364811114938368,Alice Weidel,AfD/Petry,negative,LN
1014562708006539265,Alice Weidel,AfD/Petry,negative,TLN
1011874810043994112,Alice Weidel,AfD/Petry,positive,FNLN
1005475583302696960,Alice Weidel,AfD/Petry,neither,LN
1013895820511457281,Alice Weidel,AfD/Petry,negative,TLN
1014978956595007488,Alice Weidel,AfD/Petry,positive,TFNLN
1009486154494873600,Alice Weidel,AfD/Petry,positive,TLN
1004972950938963969,Alice Weidel,AfD/Petry,positive,TFNLN
1014429404087439366,Alice Weidel,AfD/Petry,neither,TFNLN
1005800606584524800,Alice Weidel,AfD/Petry,neither,FNLN
1009344761004806144,Alice Weidel,AfD/Petry,positive,LN
1015263280187703301,Alice Weidel,AfD/Petry,negative,TLN
1012020574451838977,Alice Weidel,AfD/Petry,negative,TLN
1018734151900565506,Alice Weidel,AfD/Petry,positive,TFNLN
1005288684537696256,Alice Weidel,AfD/Petry,negative,TLN
1012426601798225921,Alice Weidel,AfD/Petry,negative,LN
1007364834806165504,Alice Weidel,AfD/Petry,positive,LN
1009049617835667456,Alice Weidel,AfD/Petry,negative,LN
1009851986550894592,Alice Weidel,AfD/Petry,positive,LN
1019121792181571585,Alice Weidel,AfD/Petry,negative,TLN
1014558474057994240,Alice Weidel,AfD/Petry,positive,TFNLN
1011643899033645057,Alice Weidel,AfD/Petry,positive,TFNLN
1005825382895976448,Alice Weidel,AfD/Petry,negative,TLN
1014897678759677952,Alice Weidel,AfD/Petry,neither,FNLN
1019509209317199872,Alice Weidel,AfD/Petry,negative,LN
1007364921842110467,Alice Weidel,AfD/Petry,negative,LN
1009711382143688704,Alice Weidel,AfD/Petry,negative,LN
1014790053980229633,Alice Weidel,AfD/Petry,positive,TLN
1011731557986525184,Alice Weidel,AfD/Petry,negative,TLN
1006783266203062272,Alice Weidel,AfD/Petry,negative,TLN
1014167802205392896,Alice Weidel,AfD/Petry,negative,TLN
1014460233463353345,Alice Weidel,AfD/Petry,positive,TLN
1009874435774517249,Alice Weidel,AfD/Petry,positive,FNLN
1014477620669534208,Alice Weidel,AfD/Petry,positive,TLN
1006544908604321793,Alice Weidel,AfD/Petry,negative,FNLN
1016321153214926849,Alice Weidel,AfD/Petry,negative,TLN
1018775440444542976,Alice Weidel,AfD/Petry,negative,TLN
1016663059585228803,Alice Weidel,AfD/Petry,neither,TFNLN
1011601216823087107,Alice Weidel,AfD/Petry,negative,LN
1016326930856075264,Alice Weidel,AfD/Petry,positive,TFNLN
1005951681643900929,Alice Weidel,AfD/Petry,positive,TLN
1007269784776474624,Alice Weidel,AfD/Petry,positive,TFNLN
1016379255226281986,Alice Weidel,AfD/Petry,positive,TLN
1015160238574637056,Alice Weidel,AfD/Petry,positive,TFNLN
1006160282085986304,Alice Weidel,AfD/Petry,negative,TLN
1014421790154723329,Alice Weidel,AfD/Petry,positive,LN
1013026752145260544,Alice Weidel,AfD/Petry,positive,TLN
1005130140135907328,Alice Weidel,AfD/Petry,negative,LN
1011621597067792390,Alice Weidel,AfD/Petry,negative,LN
1004824238233145345,Alice Weidel,AfD/Petry,positive,TFNLN
1014574163711979528,Alice Weidel,AfD/Petry,positive,LN
1007543897021698048,Alice Weidel,AfD/Petry,negative,LN
1016594493787770882,Alice Weidel,AfD/Petry,positive,LN
1006600569249644545,Alice Weidel,AfD/Petry,neither,TFNLN
1014832011582767104,Alice Weidel,AfD/Petry,negative,LN
1018955583599316992,Alice Weidel,AfD/Petry,negative,FNLN
1005151304673619968,Alice Weidel,AfD/Petry,negative,TLN
1004809876495917058,Alice Weidel,AfD/Petry,negative,TLN
1010251844436754438,Alice Weidel,AfD/Petry,positive,LN
1005912630991773696,Alice Weidel,AfD/Petry,negative,FNLN
1011400294788423680,Alice Weidel,AfD/Petry,negative,LN
1006650420603772928,Alice Weidel,AfD/Petry,positive,TLN
1016644259938791424,Alice Weidel,AfD/Petry,positive,FNLN
1012366729354338306,Alice Weidel,AfD/Petry,negative,TLN
1005054050851844096,Alice Weidel,AfD/Petry,negative,TFNLN
1014496515128201217,Alice Weidel,AfD/Petry,positive,TFNLN
1017445074299482112,Alice Weidel,AfD/Petry,negative,TLN
1014194917013426177,Alice Weidel,AfD/Petry,neither,TFNLN
1008921913459200001,Alice Weidel,AfD/Petry,positive,TLN
1015601986354532352,Alice Weidel,AfD/Petry,negative,LN
1010635681905958916,Alice Weidel,AfD/Petry,positive,LN
1013308647974359040,Alice Weidel,AfD/Petry,negative,TLN
1011308218449121280,Alice Weidel,AfD/Petry,negative,TFNLN
1014480185498963968,Alice Weidel,AfD/Petry,negative,LN
1017768705999228933,Alice Weidel,AfD/Petry,negative,LN
1016357297990373377,Alice Weidel,AfD/Petry,neither,LN
1013339341798674432,Alice Weidel,AfD/Petry,positive,LN
1014452998108598274,Alice Weidel,AfD/Petry,positive,TFNLN
1018854954650537985,Alice Weidel,AfD/Petry,negative,TLN
1011956013103308801,Alice Weidel,AfD/Petry,negative,LN
1008910591988256768,Alice Weidel,AfD/Petry,negative,FNLN
1005133544744726528,Alice Weidel,AfD/Petry,neither,FNLN
1004811132807401472,Alice Weidel,AfD/Petry,positive,TLN
1018297220481867776,Alice Weidel,AfD/Petry,positive,TFNLN
1012374182821326848,Alice Weidel,AfD/Petry,negative,TLN
1009107583960076289,Alice Weidel,AfD/Petry,negative,FNLN
1019481910949634049,Alice Weidel,AfD/Petry,negative,LN
1015131178435862529,Alice Weidel,AfD/Petry,positive,FNLN
1006866715035291648,Alice Weidel,AfD/Petry,negative,LN
1014529297061744641,Alice Weidel,AfD/Petry,positive,TFNLN
1010093173836828672,Alice Weidel,AfD/Petry,negative,LN
1016742233335312384,Alice Weidel,AfD/Petry,negative,TLN
1017312746625433600,Alice Weidel,AfD/Petry,negative,LN
1014910417989177344,Alice Weidel,AfD/Petry,positive,TLN
1011513415590928390,Angela Merkel,CDU/CSU,negative,FNLN
1012645161648697344,Angela Merkel,CDU/CSU,negative,FNLN
1007357564806365185,Angela Merkel,CDU/CSU,negative,LN
1004718255276285953,Angela Merkel,CDU/CSU,negative,LN
1010892035530936322,Angela Merkel,CDU/CSU,negative,LN
1013517305614098432,Angela Merkel,CDU/CSU,neither,FNLN
1005890230208081920,Angela Merkel,CDU/CSU,negative,LN
1005382215977635840,Angela Merkel,CDU/CSU,negative,LN
1011910718726332416,Angela Merkel,CDU/CSU,negative,TLN
1004270020271239168,Angela Merkel,CDU/CSU,neither,LN
1007602665935851520,Angela Merkel,CDU/CSU,negative,LN
1013459233180921857,Angela Merkel,CDU/CSU,neither,TLN
1014363089452576768,Angela Merkel,CDU/CSU,negative,FNLN
1008287761437265926,Angela Merkel,CDU/CSU,negative,LN
1007292104886845446,Angela Merkel,CDU/CSU,negative,FNLN
1019834399846731776,Angela Merkel,CDU/CSU,negative,TFNLN
1010027611169304578,Angela Merkel,CDU/CSU,negative,LN
1012954769068036096,Angela Merkel,CDU/CSU,negative,LN
1011471101845753856,Angela Merkel,CDU/CSU,negative,LN
1011174551101825026,Angela Merkel,CDU/CSU,negative,TLN
1014524933240745984,Angela Merkel,CDU/CSU,positive,LN
1006221818288656384,Angela Merkel,CDU/CSU,neither,LN
1013868523121270787,Angela Merkel,CDU/CSU,negative,LN
1007706068846284801,Angela Merkel,CDU/CSU,negative,LN
1012030626034339840,Angela Merkel,CDU/CSU,positive,TFNLN
1007706433478119431,Angela Merkel,CDU/CSU,neither,TLN
1009337790801170432,Angela Merkel,CDU/CSU,negative,LN
1013904440976396288,Angela Merkel,CDU/CSU,negative,FNLN
1015519301233709056,Angela Merkel,CDU/CSU,negative,LN
1011476030954098688,Angela Merkel,CDU/CSU,positive,LN
1003916535197560832,Angela Merkel,CDU/CSU,negative,LN
1013544278746914818,Angela Merkel,CDU/CSU,negative,LN
1010820274449772544,Angela Merkel,CDU/CSU,negative,LN
1015253113488408577,Angela Merkel,CDU/CSU,positive,FNLN
1010903445899968513,Angela Merkel,CDU/CSU,positive,FNLN
1007539896767143936,Angela Merkel,CDU/CSU,negative,TLN
1019076752138756097,Angela Merkel,CDU/CSU,negative,TFNLN
1014400008479825920,Angela Merkel,CDU/CSU,neither,LN
1006798599643127809,Angela Merkel,CDU/CSU,negative,LN
1018191805828030465,Angela Merkel,CDU/CSU,neither,TFNLN
1013812535957573633,Angela Merkel,CDU/CSU,positive,LN
1009557824123305985,Angela Merkel,CDU/CSU,negative,LN
1006525088341032960,Angela Merkel,CDU/CSU,negative,LN
1008448897285607424,Angela Merkel,CDU/CSU,negative,LN
1003770716381212672,Angela Merkel,CDU/CSU,neither,LN
1014023681155174400,Angela Merkel,CDU/CSU,negative,TFNLN
1007576419659079681,Angela Merkel,CDU/CSU,negative,LN
1014001410705444864,Angela Merkel,CDU/CSU,negative,LN
1012230372330008577,Angela Merkel,CDU/CSU,neither,TFNLN
1004329944351207432,Angela Merkel,CDU/CSU,neither,LN
1010447026276925440,Angela Merkel,CDU/CSU,negative,LN
1012725277313683456,Angela Merkel,CDU/CSU,positive,FNLN
1007242129981296640,Angela Merkel,CDU/CSU,negative,TFNLN
1006035346868572165,Angela Merkel,CDU/CSU,negative,LN
1006657831926460419,Angela Merkel,CDU/CSU,negative,LN
1008316828383313930,Angela Merkel,CDU/CSU,positive,FNLN
1009908171626950659,Angela Merkel,CDU/CSU,negative,LN
1008571672918745094,Angela Merkel,CDU/CSU,neither,LN
1004993821355147264,Angela Merkel,CDU/CSU,negative,LN
1013180214501920769,Angela Merkel,CDU/CSU,negative,LN
1013298776704942080,Angela Merkel,CDU/CSU,negative,FNLN
1013486113707655170,Angela Merkel,CDU/CSU,negative,LN
1009378079578324992,Angela Merkel,CDU/CSU,neither,LN
1011490659914715138,Angela Merkel,CDU/CSU,negative,LN
1011647861061242880,Angela Merkel,CDU/CSU,neither,LN
1009092249299374081,Angela Merkel,CDU/CSU,neither,TFNLN
1016032112015757312,Angela Merkel,CDU/CSU,negative,TLN
1017760310516764673,Angela Merkel,CDU/CSU,negative,FNLN
1017254989108924416,Angela Merkel,CDU/CSU,negative,LN
1005378040183054336,Angela Merkel,CDU/CSU,negative,TFNLN
1018920724046778368,Angela Merkel,CDU/CSU,negative,LN
1014604898355351552,Angela Merkel,CDU/CSU,positive,FNLN
1014370096981082112,Angela Merkel,CDU/CSU,negative,LN
1010576282411786241,Angela Merkel,CDU/CSU,negative,LN
1014914199342993409,Angela Merkel,CDU/CSU,negative,LN
1006627225930731522,Angela Merkel,CDU/CSU,negative,LN
1012404058492162048,Angela Merkel,CDU/CSU,neither,LN
1005556207002808320,Angela Merkel,CDU/CSU,negative,LN
1011518507098337280,Angela Merkel,CDU/CSU,negative,FNLN
1009095706055933953,Angela Merkel,CDU/CSU,negative,LN
1008603143645655040,Angela Merkel,CDU/CSU,neither,FNLN
1014165029757816833,Angela Merkel,CDU/CSU,positive,LN
1011954984219537414,Angela Merkel,CDU/CSU,negative,LN
1012032211988762624,Angela Merkel,CDU/CSU,negative,TFNLN
1012294876812193792,Angela Merkel,CDU/CSU,neither,LN
1004685542619955205,Angela Merkel,CDU/CSU,positive,FNLN
1011893946589564929,Angela Merkel,CDU/CSU,negative,TFNLN
1014611515515850752,Angela Merkel,CDU/CSU,negative,LN
1012569986207043585,Angela Merkel,CDU/CSU,negative,LN
1017613357636116486,Angela Merkel,CDU/CSU,positive,TFNLN
1004344184214605830,Angela Merkel,CDU/CSU,negative,TFNLN
1012246925830221824,Angela Merkel,CDU/CSU,negative,TFNLN
1013397680788332545,Angela Merkel,CDU/CSU,negative,LN
1012459584907333632,Angela Merkel,CDU/CSU,negative,LN
1013080275335688193,Angela Merkel,CDU/CSU,negative,TLN
1010597899779141632,Angela Merkel,CDU/CSU,positive,FNLN
1005207784777048067,Angela Merkel,CDU/CSU,negative,LN
1009293175998111749,Angela Merkel,CDU/CSU,neither,LN
1009914861390835714,Angela Merkel,CDU/CSU,negative,TLN
1013781511248760833,Angela Merkel,CDU/CSU,negative,LN
1007336928918867968,Angela Merkel,CDU/CSU,positive,FNLN
1013702136117497856,Angela Merkel,CDU/CSU,positive,TLN
1010064883625279489,Angela Merkel,CDU/CSU,neither,LN
1008374638597074944,Angela Merkel,CDU/CSU,negative,LN
1014150259377889280,Angela Merkel,CDU/CSU,positive,FNLN
1007671212800204800,Angela Merkel,CDU/CSU,negative,LN
1007275442292785155,Angela Merkel,CDU/CSU,negative,TLN
1013672840653164544,Angela Merkel,CDU/CSU,neither,FNLN
1007199960700420097,Angela Merkel,CDU/CSU,negative,LN
1013476324730658817,Angela Merkel,CDU/CSU,positive,TFNLN
1015519808383643648,Angela Merkel,CDU/CSU,positive,LN
1013027222297423872,Angela Merkel,CDU/CSU,neither,TFNLN
1007895454779105286,Angela Merkel,CDU/CSU,negative,LN
1010437036891877377,Angela Merkel,CDU/CSU,negative,TFNLN
1013651595870068736,Angela Merkel,CDU/CSU,negative,LN
1012002046646603777,Angela Merkel,CDU/CSU,positive,TFNLN
1008257905076920320,Angela Merkel,CDU/CSU,neither,FNLN
1013494664807239683,Angela Merkel,CDU/CSU,negative,LN
1004371664858243072,Angela Merkel,CDU/CSU,positive,TFNLN
1004327186336239618,Angela Merkel,CDU/CSU,negative,LN
1007308459287699459,Angela Merkel,CDU/CSU,neither,LN
1007995476044648448,Angela Merkel,CDU/CSU,positive,TLN
1016080049408180225,Angela Merkel,CDU/CSU,neither,TFNLN
1014112773993848833,Angela Merkel,CDU/CSU,negative,LN
1006991562088251393,Angela Merkel,CDU/CSU,negative,LN
1019545005323706373,Angela Merkel,CDU/CSU,negative,LN
1007518422639501312,Angela Merkel,CDU/CSU,negative,LN
1008264832645296129,Angela Merkel,CDU/CSU,negative,TFNLN
1015509567210475522,Angela Merkel,CDU/CSU,neither,TLN
1003952159283712000,Angela Merkel,CDU/CSU,neither,TLN
1008723606879330305,Angela Merkel,CDU/CSU,negative,TFNLN
1005040261272096768,Angela Merkel,CDU/CSU,positive,FNLN
1012009792574054400,Angela Merkel,CDU/CSU,positive,FNLN
1007594917747675136,Angela Merkel,CDU/CSU,negative,FNLN
1006829276254097409,Angela Merkel,CDU/CSU,negative,LN
1010209635511492608,Angela Merkel,CDU/CSU,negative,LN
1004683679002779653,Angela Merkel,CDU/CSU,positive,TLN
1007489981055717376,Angela Merkel,CDU/CSU,negative,LN
1011194350578143232,Angela Merkel,CDU/CSU,neither,LN
1006071584459763712,Angela Merkel,CDU/CSU,negative,TFNLN
1006260803404816387,Angela Merkel,CDU/CSU,negative,TLN
1008290659697135616,Angela Merkel,CDU/CSU,negative,LN
1012263919132598272,Angela Merkel,CDU/CSU,negative,FNLN
1012580636199092224,Angela Merkel,CDU/CSU,negative,LN
1008441546017001476,Angela Merkel,CDU/CSU,neither,TLN
1006522907357478912,Angela Merkel,CDU/CSU,neither,FNLN
1007983889799839744,Angela Merkel,CDU/CSU,positive,FNLN
1013400231013244928,Angela Merkel,CDU/CSU,neither,LN
1005901366408118272,Angela Merkel,CDU/CSU,positive,TFNLN
1008343532472500225,Angela Merkel,CDU/CSU,negative,TLN
1011120597496156160,Angela Merkel,CDU/CSU,negative,LN
1008269534934028289,Angela Merkel,CDU/CSU,negative,FNLN
1004023232146624514,Angela Merkel,CDU/CSU,negative,LN
1015674804270182400,Angela Merkel,CDU/CSU,negative,LN
1007652262510985217,Angela Merkel,CDU/CSU,negative,LN
1006113840671674368,Angela Merkel,CDU/CSU,negative,LN
1019319306851684352,Angela Merkel,CDU/CSU,negative,LN
1006588874922094592,Angela Merkel,CDU/CSU,neither,TFNLN
1007396682911363073,Angela Merkel,CDU/CSU,negative,LN
1007341618163343360,Angela Merkel,CDU/CSU,negative,LN
1007227949802770432,Angela Merkel,CDU/CSU,neither,LN
1006607382141652992,Angela Merkel,CDU/CSU,negative,TLN
1007220514086146048,Angela Merkel,CDU/CSU,negative,TLN
1010635621092687875,Angela Merkel,CDU/CSU,negative,FNLN
1009330699864768512,Angela Merkel,CDU/CSU,negative,LN
1006223605561200641,Angela Merkel,CDU/CSU,negative,LN
1006127131892568064,Angela Merkel,CDU/CSU,negative,LN
1012449351166320640,Angela Merkel,CDU/CSU,negative,LN
1014841382069067776,Angela Merkel,CDU/CSU,negative,LN
1007880431684018176,Angela Merkel,CDU/CSU,negative,TFNLN
1012738224287035394,Angela Merkel,CDU/CSU,negative,LN
1010402815297097728,Angela Merkel,CDU/CSU,neither,FNLN
1011611449578409984,Angela Merkel,CDU/CSU,negative,LN
1010600599396716551,Angela Merkel,CDU/CSU,negative,FNLN
1003605719210393601,Angela Merkel,CDU/CSU,neither,LN
1011214028239245315,Angela Merkel,CDU/CSU,positive,LN
1012029910091796480,Angela Merkel,CDU/CSU,neither,TFNLN
1009901638503542784,Angela Merkel,CDU/CSU,negative,TLN
1012689975425585153,Angela Merkel,CDU/CSU,positive,LN
1008733426055286784,Angela Merkel,CDU/CSU,positive,FNLN
1013301826660241408,Angela Merkel,CDU/CSU,negative,FNLN
1005358025979432962,Angela Merkel,CDU/CSU,negative,FNLN
1014166030992707584,Angela Merkel,CDU/CSU,negative,LN
1006226821178953730,Angela Merkel,CDU/CSU,positive,TLN
1006203612513685504,Angela Merkel,CDU/CSU,positive,TFNLN
1006802841527255040,Angela Merkel,CDU/CSU,negative,LN
1007553068811079680,Angela Merkel,CDU/CSU,positive,TFNLN
1014461728724221952,Angela Merkel,CDU/CSU,negative,TFNLN
1010838691059822592,Angela Merkel,CDU/CSU,positive,LN
1013881482933399552,Angela Merkel,CDU/CSU,negative,LN
1009073341179813889,Angela Merkel,CDU/CSU,neither,FNLN
1014050090179325953,Angela Merkel,CDU/CSU,neither,LN
1010566008095019008,Angela Merkel,CDU/CSU,negative,LN
1004667077301559296,Angela Merkel,CDU/CSU,negative,LN
1013846474961113089,Angela Merkel,CDU/CSU,neither,LN
1017034849029419008,Angela Merkel,CDU/CSU,positive,FNLN
1012752093755662336,Angela Merkel,CDU/CSU,negative,LN
1013502207977820160,Angela Merkel,CDU/CSU,neither,LN
1018093316011974657,Angela Merkel,CDU/CSU,negative,LN
1010880336081948674,Angela Merkel,CDU/CSU,negative,LN
1013412262676172801,Angela Merkel,CDU/CSU,negative,LN
1013531436614344706,Angela Merkel,CDU/CSU,neither,TFNLN
1007035306074431489,Angela Merkel,CDU/CSU,positive,TLN
1010596189765537792,Angela Merkel,CDU/CSU,negative,FNLN
1009760744097959939,Angela Merkel,CDU/CSU,negative,LN
1009401963694448640,Angela Merkel,CDU/CSU,neither,TFNLN
1014412188843462656,Angela Merkel,CDU/CSU,negative,FNLN
1007692639821488128,Angela Merkel,CDU/CSU,negative,TLN
